Légumes;Vegetables;http://fruits-legumes-saison.com/media/img/vegetables.png
ail;garlic;http://www.asianmarket.fr/5254-large/ail-frais-a-l-unite.jpg
salade;salad;https://img.locavor.fr/produits/8508/square300/8508-salade-verte-1.jpg
épinards;spinaches;http://www.universprimeurs.com/wp-content/uploads/2016/11/epinard.jpg
petits pois;peas;http://les-paniers-de-max.fr/66-large/petits-pois.jpg
maïs;corn;http://www.veggipedia.de/view/PROD_6f3206e7ae0e70c0eb27bd066e1fe504_450.jpg
asperge;aspargus;http://www.maspatule.com/blog/wp-content/uploads/2012/05/asperge-verte.jpg
brocoli;broccoli;http://croquez-du-frais.fr/224-385-large/brocolis.jpg
chou;cabbage;http://www.takii.com/wp-content/uploads/2016/04/Cabbage-Expresso-300x300.jpg
chou-fleur;cauliflower;http://www.mincir-heureux.com/images/ingredients/chou-fleur.jpg
concombre;cucumber;http://www.universprimeurs.com/wp-content/uploads/2016/03/CONCOMBRE.jpg
cornichon;pickle;https://i.touslesprix.com/ph_grp/300/7/6/8/2/1452867_0.jpg
haricot-vert;french bean;http://www.ptitmarche.com/img/p/189-472-large.jpg
navet;turnip;http://p0.storage.canalblog.com/01/10/765621/70351951.png
oignon;onion;http://www.rvprimeurs.fr/images/Image/oignon-sec.jpg
poireau;leek;http://stickeramoi.com/7081-7804-large/autocollant-mural-poireau.jpg
poivron;pepper;http://www.fruitsdelaterre.com/824-large/mini-poivron-de-couleur-les-500g-france.jpg
potiron;pumpkin;http://zin-laconciergerie.fr/img/cms/recettes/potiron.jpg
radis;radish;http://auxlegumesdulavoir.com/img/p/12-51-large.jpg
aubergine;eggplant;http://www.1001fruits.net/128-202-large/aubergine.jpg
betterave;beetroot;http://www.espacecorps-espritforme.fr/wp-content/uploads/2014/10/betterave_346_346_filled-300x300.jpg
carotte;carrot;http://www.universprimeurs.com/wp-content/uploads/2016/04/carotte-nouvelle.jpg
citrouille;pumpkin;http://stickeramoi.com/7085-7806-large/sticker-mural-citrouille.jpg
courgette;courgette;http://gourmetpedia.org/media/upload/ingredient/593.jpg
endive;chicory;https://kirstinscounter.com/classes/timthumb.php?src=%2Fimages%2Fingredients%2FEndive.jpg&w=300&h=300&zc=1&q=100
pomme de terre;potato;http://www.larmance.com/wp-content/uploads/2011/04/pomme-de-terre-agata-le-filet-de-25-kg-.jpg
tomate;tomato;http://www.vitaprim.com/wp-content/gallery/tomates/tomate.jpg
