Mobilier;Furnitures;http://www.blazzinghouse.com/wp-content/uploads/2011/04/Furnitures-Homes.jpg
étagères;shelves;https://www.pierimport.fr/145190-home_default/etagere-croisillons-3-etageres-h120cm-lola.jpg
télévision;television;http://aws-cf.caradisiac.com/prod/uploads/200510/will38_1128547034_30810.jpg
canapé;sofa;https://images.furnituredealer.net/img/products%2Fcraftmaster%2Fcolor%2F938300_938350-fontana-41-m0.jpg
bureau;desk;http://www.bureau-et-mobilier.com/3297-large/table-de-bureau-rectangulaire-pieds-fixes.jpg
clic-clac;sofa bed;https://www.media-rdc.com/medias/b34118c7c1e03db684851361fbe6c305/p_300x300/canape-232423.jpg
lave-vaisselle;dishwasher;http://i2.cdscdn.com/pdt2/l/z/w/1/300x300/eleesf5518lzw/rw/electrolux-esf5518lzw-lave-vaisselle-posable-1.jpg
lit double;double bed;http://csimg.choozen.fr/srv/FR/29048761mga000151/T/300x300/C/FFFFFF/url/lit-double-odisha-acacia.jpg
lit simple;single bed;http://i2.cdscdn.com/pdt2/7/7/4/1/300x300/idi4016787728774/rw/lit-simple-100-x-200-cm-pin-lasure-hetre.jpg
lit superposé;bunk bed;https://img1.dlmcdn.fr/a/3070/L001BME3070344-0101-0300-p00-lit-superposes-pin-massif-couchage-90x200cm-pino.jpg
tabouret;stool;https://www.4-pieds.com/19507-home_default/tabouret-vis-bois-acier-fun.jpg
armoire;closet;https://img1.dlmcdn.fr/a/1254/L001MCH1254708-0101-0300-p00-armoire-portes-tiroirs-chene-l140xp58xh192cm-essencia.jpg
chaise;chair;https://www.pierimport.fr/119423-home_default/chaise-campagnarde-43x100cm-pin-brosse-cire-hannover.jpg
machine à laver;washing machine;http://i2.cdscdn.com/pdt2/f/r/m/1/300x300/indewc81252wfrm/rw/indesit-ewc-81252-w-fr-m-lave-linge-frontal-8k.jpg
plaque chauffante;hotplate;http://i2.cdscdn.com/pdt2/9/9/3/1/300x300/cla4006160716993/rw/doubles-plaques-chauffantes-clatronic-dkp-3583.jpg
table;table;https://img1.dlmcdn.fr/a/6069/MTA6069009-0101-0300-p00-table-manger-rectangulaire-chene-massif-long-200-larg-100-hypolite.jpg
table basse;coffee table;http://i2.cdscdn.com/pdt2/3/6/7/1/300x300/auc8718475879367/rw/table-basse-blanc-laque-carree-pivotante-3-plateau.jpg
table de chevet;bedside table;http://i2.cdscdn.com/pdt2/e/b/l/1/300x300/hortensebl/rw/hortense-table-de-chevet-40-cm-laque-blanc-satin.jpg
