Matières scolaires;Discipline;https://darasalawalimu.files.wordpress.com/2015/08/matic3a8res-scolaires.jpg?w=300&h=300
chimie;chemistry;http://www.devoir-de-philosophie.com/echange/images/portraits/chimie.jpg
droit;law;http://www.voltairenet.org/local/cache-vignettes/L300xH300/moton240-bdad0.jpg
économie;economics;https://lightupmymind.files.wordpress.com/2014/04/economie.jpg
langues;languages;http://www.pactranz.com/au/wp-content/uploads/sites/2/2014/05/globe-of-flags.jpg
géographie;geography;https://www.quizz.biz/uploads/quizz/928806/8_C7Vd7.jpg
histoire;history;https://sheg.stanford.edu/upload/v2images/WORLD/GreeceAndRome.jpg
latin;latin;http://www.nutmegwallartstickers.co.uk/Files/45759/Img/06/veni-vedi-vici.jpg
mathématiques;mathematics;http://www.superprof.fr/images/annonces/professeur-home-cours-particuliers-maths-physique-chimie-cours-chimie-mathematiques-physique-saint-andre-vergers.jpg
philosophie;philosophy;http://www.ilfm-formation.com/wp-content/uploads/Penseur-300x300.jpg
physique;physics;https://image.spreadshirtmedia.com/image-server/v1/compositions/P111447016PC122338408/views/1,width=300,height=300,appearanceId=231,backgroundColor=E8E8E8,version=1472100430/emc2-albert-einstein-1905-womens-premium-t-shirt.jpg
biologie;biology;http://img.medicalexpo.fr/images_me/photo-g/84543-9478882.jpg
