Fruits;Fruits;https://www.aromes-et-liquides.fr/img/recette/panier-de-fruits.jpg
abricot;apricot;https://s-media-cache-ak0.pinimg.com/736x/42/ac/d1/42acd1aab7e8d745939303135e5882bf.jpg
avocat;avocado;http://media.gerbeaud.net/2011/02/avocat.jpg
raisin;grape;http://www.fruitsdelaterre.com/3517-large/raisin-muscat-france-les-500g.jpg
banane;banana;http://www.fruitsdelaterre.com/2649-large/banane-bio-republique-dominicainele-kg.jpg
figue;fig;http://stickeramoi.com/7016-7737-large/sticker-mural-figues.jpg
fraise;strawberry;http://johnnymccloud.com/wp-content/uploads/2015/11/fraise.jpg
framboise;raspberry;http://i2.cdscdn.com/pdt2/8/6/1/1/300x300/auc3700868766861/rw/autocollant-sticker-deco-fruit-framboise-cuisine.jpg
mandarine;tangerine;https://libertineparfumerie.files.wordpress.com/2012/10/mandarin.png
myrtille;bilberry;https://www.moneden.fr/thumbnails/big1/myrtille-jersey-1.jpg
orange;orange;http://www.jgfruitsetlegumes.com/wp-content/uploads/2016/05/orange-300x300.jpg
pêche;peach;http://www.1001fruits.net/57-113-large/peche.jpg
poire;pear;http://drive.brunofruits.fr/media/catalog/product/cache/1/small_image/300x/9df78eab33525d08d6e5fb8d27136e95//ABATE16_1.jpg
pomme;apple;http://khepristudio.com/cru/wp-content/uploads/2010/11/apple1.jpg
tomate-cerise;cherry tomato;http://www.frutti-veggi.fr/wp-content/uploads/2013/03/tomates.jpg
