Sport;Sport;https://www.babelio.com/users/QUIZ_Six-destins-olympiques_8291.jpeg
boxe;box;https://img1.etsystatic.com/051/0/9694401/il_570xN.708720781_fz2v.jpg
patinoire;ice rink;https://25stanley.com/wp-content/uploads/2016/01/CH-patinoire-BLEU-BLANC-BOUGE-Laval-300x300.jpg
plongée;diving;http://www.blog66.com/FileServer/Image/300-300/tonga-168_6caeed65-743.jpg
badminton;badminton;https://img1.exportersindia.com/product_images/bc-full/dir_106/3159950/badminton-1243804.jpg
ballon;ball;http://www.linternaute.com/sport/magazine/selection/noel/cadeaux-enfants/images/ballon.jpg
basket;basketball;http://alploufraganbasket.com/public/777/upload/images/clubs-adverses/logo-al-plelo.jpg
court;court;http://ftptennis.net/wp-content/uploads/2015/01/tennis-court-hard-300x300.jpg
filet;net;http://i2.cdscdn.com/pdt2/7/3/5/1/300x300/auc8710124118735/rw/set-complet-beach-volley-transportable-jeu-de.jpg
football;soccer;http://www.gpksoccer.com/wp-content/uploads/2016/02/10.jpg
handball;handball;http://stickeramoi.com/7787-8590-large/sticker-mural-foot-en-salle.jpg
hockey;hockey;https://res.cloudinary.com/moresport/image/upload/c_fill,d_no-image_gxma3c.jpg,dpr_1.0,f_auto,q_auto:eco,w_300/swh/category/Sticks.jpg
rugby;rugby;https://www.tattoo-sticker.com/959-2004-large/tatouage-melee-rugby-tattoo.jpg
ski;ski;https://s-media-cache-ak0.pinimg.com/564x/b1/1e/dd/b11edd8005de8156268b4577c26f5753.jpg
tennis;tennis;http://cc-saveetgaronne.fr/sites/default/files/webform/une%20balle%2C%20une%20raquette%2C%20du%20tennis.jpg
tir à l'arc;archery;https://www.caes.cnrs.fr/vacances/nos-villages/la-vieille-perrotine/images/cible-arc.jpg
volant;shuttlecock;http://i2.cdscdn.com/pdt2/8/1/1/1/300x300/shi2009816851811/rw/shina-12pcs-volant-badminton-sport-en-plume-d-oie.jpg
aviron;rowing;http://butry.fr/wp-content/uploads/2017/03/aviron.jpg
escrime;fencing;http://www.beziers-escrime.fr/wp-content/uploads/2014/11/Le-fleuret-rate-sa-cible-300x300.jpg
ping pong;table tennis;http://i2.cdscdn.com/pdt2/6/1/5/1/300x300/auc2009774261615/rw/1-paire-tennis-de-table-ping-pong-raquette-paddle.jpg
